"id","article","name","image","price_new","price_old","discount","date_create","date_update","type","length","width","height","weight","volume","actual","link"
cef307e5-b7c9-44cf-b334-a58c34676da8,"138892",Кровать Дольче,pload/iblock/aec/uayzmxpm8dinjwsaochw598yuomkundv.jpg,93390,0,-93390,2024-10-05 12:42:37.663,2024-10-05 13:55:52.637,Кровати,,,,,,true,https://www.angstrem-mebel.ru//products/138892/
afa54794-d7a9-4dc1-b2ee-10b3e00e9c11,"139034",Шкаф Чарли,pload/iblock/716/ol63ldddeqs09ncyzz59tiwxywhj1111.jpg,152090,0,-152090,2024-10-05 12:43:05.940,2024-10-05 12:43:05.940,Шкафы,,,,,,true,https://www.angstrem-mebel.ru//products/139034/
"83817043-7583-468e-99c0-d54bf389d3f6","139633",Шкаф Изотта,pload/iblock/219/219560372333135945b701d58c4b1a8a.jpg,43890,0,-43890,2024-10-05 12:43:05.959,2024-10-05 12:43:05.959,Шкафы,,,,,,true,https://www.angstrem-mebel.ru//products/139633/
"8bcc8de7-3079-4135-8285-604b5239a6ce","153345",Шкаф Магнум,pload/iblock/c05/c0522af2d51e7ecad5bf779f6d6f517f.jpg,32790,23990,-8800,2024-10-05 12:43:06.011,2024-10-05 12:43:06.011,Шкафы,,,,,,true,https://www.angstrem-mebel.ru//products/153345/
ed013e27-a4be-4948-b780-a33411712dc5,"153355",Шкаф для одежды Изотта (правый),pload/iblock/cb5/cb5cf7dfa9371bb17af95b98d1835592.jpg,52990,59090,6100,2024-10-05 12:43:06.032,2024-10-05 12:43:06.032,Шкафы,,,,,,true,https://www.angstrem-mebel.ru//products/153355/
ab34b690-d01e-4560-a59b-102ca507adac,"157210",Шкаф Магнум,pload/iblock/efc/efce5695643b2f5a0e1bec2d6a280c4a.jpg,34380,0,-34380,2024-10-05 12:43:06.062,2024-10-05 12:43:06.062,Шкафы,,,,,,true,https://www.angstrem-mebel.ru//products/157210/
"9b565d49-c649-425b-ae44-c368a3a8371a","157253",Шкаф для одежды Магнум,pload/iblock/6b3/6b389f26f8b70f5218e8e2e4df1913fb.jpg,37090,44090,7000,2024-10-05 12:43:06.082,2024-10-05 12:43:06.082,Шкафы,,,,,,true,https://www.angstrem-mebel.ru//products/157253/
"7a291cc9-5207-4319-b892-7a8be3d27954","157255",Шкаф для одежды Магнум,pload/iblock/c74/c74a4492853fd40db3fc6d659cf5c338.jpg,43270,0,-43270,2024-10-05 12:43:06.101,2024-10-05 12:43:06.101,Шкафы,,,,,,true,https://www.angstrem-mebel.ru//products/157255/
cf56426e-0f26-492d-af25-a50cb109e4d0,"159292",Шкаф для книг Магнум,pload/iblock/3be/3be73f8806f3ca7e4bb7b480b0985a67.jpg,40790,58790,18000,2024-10-05 12:43:06.120,2024-10-05 12:43:06.120,Шкафы,,,,,,true,https://www.angstrem-mebel.ru//products/159292/
eefb95e7-d353-4ee0-b6d0-f239c4b7da74,"274253",Шкаф настенный Сиэтл,pload/iblock/891/m5iqlbpnp8yjjkkafvdubzw1pvnhg6ih.png,4590,6790,2200,2024-10-05 12:42:36.019,2024-10-05 13:55:51.830,Шкафы,,,,,,true,https://www.angstrem-mebel.ru//products/274253/
e7589a80-3e24-4976-b5c1-f9f5da8b63f0,"147526",Шкаф Изотта ST24,pload/iblock/2a9/2a9571cae9cba8858e9c2b772e6e9a2f.jpg,31790,54790,23000,2024-10-05 12:42:36.416,2024-10-05 13:55:51.837,Шкафы,,,,,,true,https://www.angstrem-mebel.ru//products/147526/
f1dbf239-be38-4e24-99d8-fcb2b9ad9c8c,"161219",Шкаф Кантри,pload/iblock/d30/d30107504b1405ae7433514433a811b7.jpg,22990,26390,3400,2024-10-05 12:43:06.175,2024-10-05 12:43:06.175,Шкафы,,,,,,true,https://www.angstrem-mebel.ru//products/161219/
"18545913-66a1-4697-bd36-cc342cc5487f","153356",Шкаф для одежды Изотта (левый),pload/iblock/d72/d724fcfb4bde27e1c7a808be573d528b.jpg,52990,59090,6100,2024-10-05 12:42:36.487,2024-10-05 13:55:51.883,Шкафы,,,,,,true,https://www.angstrem-mebel.ru//products/153356/
